time,aqi_us,pm2_5,temperature_c,humidity,pressure_hpa,wind_speed_ms,city
2025-08-17 17:00:00,126,60.5,19.5,74,851.0,1.52,Kigali
2025-08-17 18:00:00,127,66.1,17.3,91,851.4,1.9,Kigali
2025-08-17 19:00:00,127,65.7,17.3,96,851.8,1.16,Kigali
2025-08-17 20:00:00,127,63.1,17.4,96,852.4,0.68,Kigali
2025-08-17 21:00:00,127,62.4,17.3,97,852.3,0.27,Kigali
2025-08-17 22:00:00,127,61.9,17.1,98,851.6,0.61,Kigali
2025-08-17 23:00:00,127,63.8,17.3,97,851.3,0.29,Kigali
2025-08-18 00:00:00,128,48.3,17.2,96,850.7,1.17,Kigali
2025-08-18 01:00:00,129,46.0,17.0,96,850.4,1.16,Kigali
2025-08-18 02:00:00,130,43.7,16.7,96,850.5,0.59,Kigali
2025-08-18 03:00:00,131,41.7,16.6,97,850.7,0.47,Kigali
2025-08-18 04:00:00,132,40.9,16.6,98,851.2,0.4,Kigali
2025-08-18 05:00:00,133,42.6,16.9,97,851.8,1.03,Kigali
2025-08-18 06:00:00,135,41.3,17.6,93,853.0,0.97,Kigali
2025-08-18 07:00:00,136,40.2,18.9,82,853.9,1.24,Kigali
2025-08-18 08:00:00,136,42.1,21.1,70,854.6,0.6,Kigali
2025-08-18 09:00:00,137,42.5,22.2,64,854.4,0.46,Kigali
2025-08-18 10:00:00,138,41.1,22.4,63,853.4,0.49,Kigali
2025-08-18 11:00:00,138,43.1,22.6,59,852.5,1.06,Kigali
2025-08-18 12:00:00,138,37.4,19.2,77,851.1,2.47,Kigali
2025-08-18 13:00:00,137,35.3,19.1,72,852.0,1.4,Kigali
2025-08-18 14:00:00,135,34.9,18.2,89,851.6,1.41,Kigali
2025-08-18 15:00:00,133,35.6,18.3,85,851.6,1.35,Kigali
2025-08-18 16:00:00,131,38.5,17.4,94,851.3,0.54,Kigali
2025-08-18 17:00:00,130,41.8,17.1,97,851.5,0.61,Kigali
2025-08-18 18:00:00,128,45.9,17.1,98,852.0,0.6,Kigali
2025-08-18 19:00:00,126,50.4,17.1,98,852.8,0.73,Kigali
2025-08-18 20:00:00,124,53.8,16.7,98,853.0,0.87,Kigali
2025-08-18 21:00:00,123,53.8,16.4,99,852.7,0.71,Kigali
2025-08-18 22:00:00,122,39.7,16.2,99,852.2,0.62,Kigali
2025-08-18 23:00:00,120,33.8,14.8,98,850.7,0.75,Kigali
2025-08-19 00:00:00,117,46.6,15.5,98,850.4,1.16,Kigali
2025-08-19 01:00:00,117,41.6,14.4,95,849.1,1.48,Kigali
2025-08-19 02:00:00,116,39.3,14.2,95,849.1,1.53,Kigali
2025-08-19 03:00:00,116,38.3,14.4,93,849.7,1.2,Kigali
2025-08-19 04:00:00,115,38.3,14.8,93,850.6,1.06,Kigali
2025-08-19 05:00:00,115,40.9,15.2,94,851.7,0.76,Kigali
2025-08-19 06:00:00,115,43.7,16.3,87,853.1,0.52,Kigali
2025-08-19 07:00:00,115,45.3,17.9,78,854.1,0.47,Kigali
2025-08-19 08:00:00,116,42.3,20.6,68,854.5,1.15,Kigali
2025-08-19 09:00:00,116,41.1,22.4,60,854.2,2.37,Kigali
2025-08-19 10:00:00,116,38.6,23.3,56,853.3,3.0,Kigali
2025-08-19 11:00:00,115,35.7,24.0,52,852.2,2.85,Kigali
2025-08-19 12:00:00,115,53.2,24.5,49,851.3,2.8,Kigali
2025-08-19 13:00:00,116,51.6,23.3,57,851.0,0.99,Kigali
2025-08-19 14:00:00,118,50.8,23.7,55,850.6,0.36,Kigali
2025-08-19 15:00:00,120,50.2,21.8,68,850.3,2.11,Kigali
2025-08-19 16:00:00,121,49.1,20.4,77,850.4,2.12,Kigali
2025-08-19 17:00:00,122,49.8,18.6,87,850.7,0.11,Kigali
2025-08-19 18:00:00,123,50.5,16.9,94,851.8,1.17,Kigali
2025-08-19 19:00:00,124,53.1,17.0,95,852.0,1.46,Kigali
2025-08-19 20:00:00,124,58.6,16.4,97,851.7,1.01,Kigali
2025-08-19 21:00:00,124,59.0,16.2,96,851.5,1.16,Kigali
2025-08-19 22:00:00,125,51.9,16.0,95,850.5,1.94,Kigali
2025-08-19 23:00:00,126,44.2,15.5,95,849.7,1.88,Kigali
2025-08-20 00:00:00,127,40.6,14.9,95,848.9,1.47,Kigali
2025-08-20 01:00:00,127,37.7,15.3,93,848.4,1.52,Kigali
2025-08-20 02:00:00,126,35.4,14.8,94,848.4,1.27,Kigali
2025-08-20 03:00:00,126,34.0,14.5,94,848.9,1.2,Kigali
2025-08-20 04:00:00,125,34.3,13.8,96,848.9,1.01,Kigali
2025-08-20 05:00:00,125,39.1,14.8,94,849.8,1.32,Kigali
2025-08-20 06:00:00,125,36.9,18.4,79,852.1,0.74,Kigali
2025-08-20 07:00:00,124,25.8,21.0,67,853.4,1.15,Kigali
2025-08-20 08:00:00,122,23.2,22.6,57,853.7,2.23,Kigali
2025-08-20 09:00:00,120,22.6,23.4,51,853.4,3.32,Kigali
2025-08-20 10:00:00,118,23.1,24.1,47,852.8,3.38,Kigali
2025-08-20 11:00:00,117,24.3,24.5,44,851.7,2.75,Kigali
2025-08-20 12:00:00,115,38.6,24.5,44,850.6,2.38,Kigali
2025-08-20 13:00:00,114,38.6,24.8,44,850.2,2.07,Kigali
2025-08-20 14:00:00,112,38.2,24.8,43,849.9,1.41,Kigali
2025-08-20 15:00:00,111,37.5,25.1,45,849.5,0.94,Kigali
2025-08-20 16:00:00,110,39.3,22.0,58,848.4,1.32,Kigali
2025-08-20 17:00:00,109,44.9,19.8,71,847.8,2.15,Kigali
2025-08-20 18:00:00,108,49.2,18.2,83,847.9,0.74,Kigali
2025-08-20 19:00:00,108,50.1,17.4,85,848.8,0.55,Kigali
2025-08-20 20:00:00,108,50.2,16.8,85,849.4,0.72,Kigali
2025-08-20 21:00:00,107,49.7,15.9,86,849.3,1.55,Kigali
2025-08-20 22:00:00,106,48.2,15.7,86,848.6,1.52,Kigali
2025-08-20 23:00:00,106,48.0,15.5,86,847.9,1.77,Kigali
2025-08-21 00:00:00,106,46.1,15.1,84,847.6,1.76,Kigali
2025-08-21 01:00:00,107,47.3,16.1,83,847.8,1.27,Kigali
2025-08-21 02:00:00,108,47.7,15.7,88,847.6,1.04,Kigali
2025-08-21 03:00:00,109,48.0,15.5,89,848.0,1.05,Kigali
2025-08-21 04:00:00,110,49.4,15.2,90,848.5,1.16,Kigali
2025-08-21 05:00:00,112,53.9,15.8,86,849.4,1.58,Kigali
2025-08-21 06:00:00,113,43.1,19.5,68,851.8,0.96,Kigali
2025-08-21 07:00:00,114,26.1,21.8,55,853.0,0.76,Kigali
2025-08-21 08:00:00,114,24.5,23.2,45,853.6,2.44,Kigali
2025-08-21 09:00:00,114,23.5,24.2,41,853.2,3.11,Kigali
2025-08-21 10:00:00,114,23.3,25.3,35,852.9,2.98,Kigali
2025-08-21 11:00:00,114,22.7,26.4,32,851.7,2.55,Kigali
2025-08-21 12:00:00,114,35.2,26.1,32,850.4,3.5,Kigali
2025-08-21 13:00:00,114,34.2,25.5,34,850.1,2.06,Kigali
2025-08-21 14:00:00,113,33.2,26.4,33,850.1,1.05,Kigali
2025-08-21 15:00:00,113,33.3,23.7,39,849.5,3.48,Kigali
2025-08-21 16:00:00,112,36.8,21.9,50,849.4,1.35,Kigali
2025-08-21 17:00:00,112,43.8,20.8,55,848.9,0.45,Kigali
2025-08-21 18:00:00,112,50.8,18.5,66,848.4,1.9,Kigali
2025-08-21 19:00:00,112,55.5,18.7,68,849.1,1.28,Kigali
2025-08-21 20:00:00,113,57.5,18.2,75,849.8,0.36,Kigali
2025-08-21 21:00:00,114,56.0,18.0,78,850.0,0.72,Kigali
2025-08-21 22:00:00,114,53.9,17.8,78,850.0,0.79,Kigali
2025-08-21 23:00:00,115,52.3,16.7,76,848.9,0.65,Kigali
2025-08-22 00:00:00,115,61.7,15.1,80,847.8,1.3,Kigali
2025-08-22 01:00:00,117,59.8,13.8,92,847.4,1.44,Kigali
2025-08-22 02:00:00,118,55.9,12.9,94,847.1,1.71,Kigali
2025-08-22 03:00:00,119,50.6,12.6,92,847.1,1.79,Kigali
2025-08-22 04:00:00,119,47.5,12.7,88,847.3,1.6,Kigali
2025-08-22 05:00:00,119,50.2,14.5,80,849.0,1.5,Kigali
2025-08-22 06:00:00,119,42.1,18.7,64,851.9,0.18,Kigali
2025-08-22 07:00:00,119,31.3,21.1,54,853.0,1.33,Kigali
2025-08-22 08:00:00,119,22.8,22.9,38,853.5,2.3,Kigali
2025-08-22 09:00:00,119,18.2,23.8,37,853.4,2.46,Kigali
2025-08-22 10:00:00,118,16.1,24.9,35,852.6,2.66,Kigali
2025-08-22 11:00:00,118,15.1,25.7,32,851.6,3.04,Kigali
2025-08-22 12:00:00,117,18.3,26.1,31,850.6,2.51,Kigali
2025-08-22 13:00:00,115,19.3,25.3,35,849.8,1.14,Kigali
2025-08-22 14:00:00,114,19.7,25.6,34,849.3,0.89,Kigali
2025-08-22 15:00:00,112,19.7,24.5,36,848.9,2.22,Kigali
2025-08-22 16:00:00,111,22.2,21.6,56,847.7,1.17,Kigali
2025-08-22 17:00:00,109,29.4,20.8,57,847.4,0.46,Kigali
2025-08-22 18:00:00,108,37.1,19.5,60,847.9,1.15,Kigali
2025-08-22 19:00:00,106,45.3,17.8,70,848.0,1.34,Kigali
2025-08-22 20:00:00,105,53.6,16.7,74,848.4,1.05,Kigali
2025-08-22 21:00:00,105,56.1,15.8,77,848.4,1.01,Kigali
2025-08-22 22:00:00,105,51.6,15.2,77,847.8,1.08,Kigali
2025-08-22 23:00:00,105,47.6,14.8,76,847.2,1.68,Kigali
2025-08-23 00:00:00,104,40.6,14.7,74,846.5,1.63,Kigali
2025-08-23 01:00:00,102,38.9,16.3,73,846.9,0.65,Kigali
2025-08-23 02:00:00,100,37.4,16.1,74,847.1,0.74,Kigali
2025-08-23 03:00:00,98,36.3,15.0,77,846.8,0.67,Kigali
2025-08-23 04:00:00,97,36.7,14.2,78,847.2,1.57,Kigali
2025-08-23 05:00:00,96,41.9,15.2,77,848.6,0.41,Kigali
2025-08-23 06:00:00,95,31.9,19.0,63,851.8,0.81,Kigali
2025-08-23 07:00:00,94,20.0,21.3,51,852.8,2.22,Kigali
2025-08-23 08:00:00,93,14.6,22.3,43,853.3,4.34,Kigali
2025-08-23 09:00:00,93,12.2,23.2,40,853.2,3.76,Kigali
2025-08-23 10:00:00,92,11.3,24.5,36,852.7,3.39,Kigali
2025-08-23 11:00:00,92,11.0,24.2,37,851.5,2.9,Kigali
2025-08-23 12:00:00,91,14.7,25.0,33,850.2,1.63,Kigali
2025-08-23 13:00:00,91,14.5,24.1,37,849.6,2.49,Kigali
2025-08-23 14:00:00,90,14.7,24.5,36,849.4,2.3,Kigali
2025-08-23 15:00:00,90,15.5,23.7,39,849.1,1.63,Kigali
2025-08-23 16:00:00,90,19.2,21.7,55,848.2,0.83,Kigali
2025-08-23 17:00:00,89,26.9,20.4,58,847.6,0.76,Kigali
2025-08-23 18:00:00,89,34.9,19.4,58,847.8,0.81,Kigali
2025-08-23 19:00:00,89,42.0,18.0,66,848.2,1.31,Kigali
2025-08-23 20:00:00,89,49.0,16.9,71,848.6,1.14,Kigali
2025-08-23 21:00:00,88,50.9,15.7,76,848.2,1.61,Kigali
2025-08-23 22:00:00,88,47.8,15.2,76,847.8,1.39,Kigali
2025-08-23 23:00:00,87,44.6,16.1,73,847.8,1.33,Kigali
2025-08-24 00:00:00,87,39.8,16.4,72,847.6,1.25,Kigali
2025-08-24 01:00:00,87,38.5,15.5,72,846.9,1.28,Kigali
2025-08-24 02:00:00,87,37.4,15.7,72,847.4,1.52,Kigali
2025-08-24 03:00:00,87,36.1,15.7,74,847.7,0.81,Kigali
2025-08-24 04:00:00,87,36.1,15.7,77,848.5,0.45,Kigali
2025-08-24 05:00:00,87,41.4,16.6,71,849.9,1.35,Kigali
2025-08-24 06:00:00,87,30.5,19.9,54,852.4,0.47,Kigali
2025-08-24 07:00:00,87,22.9,21.9,43,853.6,2.42,Kigali
2025-08-24 08:00:00,87,19.9,23.4,37,854.2,2.85,Kigali
2025-08-24 09:00:00,88,17.3,24.5,34,854.0,2.83,Kigali
2025-08-24 10:00:00,88,16.1,25.5,31,853.2,1.87,Kigali
2025-08-24 11:00:00,88,14.7,26.1,31,852.1,1.91,Kigali
2025-08-24 12:00:00,89,27.2,25.4,31,851.4,1.98,Kigali
2025-08-24 13:00:00,90,25.7,24.3,35,851.1,1.55,Kigali
2025-08-24 14:00:00,91,24.3,24.4,35,850.7,1.45,Kigali
2025-08-24 15:00:00,92,24.2,24.7,35,850.8,0.85,Kigali
2025-08-24 16:00:00,93,26.9,22.1,52,850.3,1.12,Kigali
2025-08-24 17:00:00,93,35.5,20.4,59,849.6,1.09,Kigali
2025-08-24 18:00:00,94,44.2,20.0,61,850.5,0.07,Kigali
2025-08-24 19:00:00,95,50.3,19.0,63,850.7,0.74,Kigali
2025-08-24 20:00:00,96,51.8,17.9,66,850.8,1.0,Kigali
2025-08-24 21:00:00,96,49.1,16.6,72,850.3,1.71,Kigali
2025-08-24 22:00:00,96,44.4,15.5,75,849.6,2.14,Kigali
2025-08-24 23:00:00,95,40.9,14.9,76,849.1,2.08,Kigali
2025-08-25 00:00:00,95,48.1,14.6,76,848.6,2.17,Kigali
2025-08-25 01:00:00,96,45.1,15.1,73,848.1,1.86,Kigali
2025-08-25 02:00:00,96,37.5,14.6,75,848.0,1.6,Kigali
2025-08-25 03:00:00,96,32.2,13.9,78,848.0,1.88,Kigali
2025-08-25 04:00:00,96,28.9,13.4,80,848.2,1.85,Kigali
2025-08-25 05:00:00,95,28.7,15.3,71,849.7,2.02,Kigali
2025-08-25 06:00:00,94,29.6,20.4,52,852.8,1.1,Kigali
2025-08-25 07:00:00,94,18.9,23.5,41,854.3,0.46,Kigali
2025-08-25 08:00:00,94,15.8,25.6,34,854.9,1.52,Kigali
2025-08-25 09:00:00,93,14.4,27.1,31,855.1,3.5,Kigali
2025-08-25 10:00:00,93,13.7,27.2,32,854.3,4.1,Kigali
2025-08-25 11:00:00,93,13.6,27.6,33,853.6,3.65,Kigali
2025-08-25 12:00:00,93,27.1,27.1,34,852.4,2.29,Kigali
2025-08-25 13:00:00,93,26.0,25.2,40,852.4,2.9,Kigali
2025-08-25 14:00:00,93,25.6,24.2,45,851.9,3.32,Kigali
2025-08-25 15:00:00,93,25.7,23.6,46,851.9,2.76,Kigali
2025-08-25 16:00:00,93,27.2,22.1,54,851.7,2.87,Kigali
2025-08-25 17:00:00,93,31.9,20.4,63,851.0,2.53,Kigali
2025-08-25 18:00:00,93,38.6,19.9,67,851.7,2.17,Kigali
2025-08-25 19:00:00,92,46.1,19.8,69,852.6,1.9,Kigali
2025-08-25 20:00:00,92,52.9,19.1,73,853.0,0.94,Kigali
2025-08-25 21:00:00,92,56.5,18.3,78,853.0,0.85,Kigali
2025-08-25 22:00:00,93,56.0,16.9,85,852.0,1.32,Kigali
2025-08-25 23:00:00,94,54.2,15.7,91,851.0,1.64,Kigali
2025-08-26 00:00:00,95,57.4,15.2,91,850.3,2.3,Kigali
2025-08-26 01:00:00,96,52.7,15.5,88,851.0,2.05,Kigali
2025-08-26 02:00:00,96,48.0,15.3,89,851.2,2.77,Kigali
2025-08-26 03:00:00,97,42.4,15.1,90,850.9,3.2,Kigali
2025-08-26 04:00:00,98,37.6,15.0,90,851.6,2.97,Kigali
2025-08-26 05:00:00,99,36.6,16.4,79,852.7,3.11,Kigali
2025-08-26 06:00:00,100,35.3,19.4,65,854.3,1.1,Kigali
2025-08-26 07:00:00,100,30.6,22.5,52,855.6,0.65,Kigali
2025-08-26 08:00:00,101,25.2,23.8,48,856.1,2.7,Kigali
2025-08-26 09:00:00,102,24.9,25.0,45,856.3,3.21,Kigali
2025-08-26 10:00:00,104,24.2,26.9,39,855.9,3.89,Kigali
2025-08-26 11:00:00,105,23.1,26.6,39,854.7,4.54,Kigali
2025-08-26 12:00:00,106,29.6,26.7,39,853.8,3.96,Kigali
2025-08-26 13:00:00,106,28.3,25.1,43,852.9,3.42,Kigali
2025-08-26 14:00:00,106,28.2,25.5,43,852.3,2.76,Kigali
2025-08-26 15:00:00,106,27.2,25.4,43,851.9,2.18,Kigali
2025-08-26 16:00:00,107,28.8,23.5,48,851.6,2.81,Kigali
2025-08-26 17:00:00,107,34.2,21.5,61,851.2,1.32,Kigali
2025-08-26 18:00:00,107,40.3,20.2,66,851.3,1.47,Kigali
2025-08-26 19:00:00,107,43.7,18.9,76,851.5,0.65,Kigali
2025-08-26 20:00:00,107,47.0,18.4,76,852.0,1.19,Kigali
2025-08-26 21:00:00,106,50.1,17.3,79,851.8,2.48,Kigali
2025-08-26 22:00:00,106,49.8,16.7,80,851.2,2.21,Kigali
2025-08-26 23:00:00,105,47.0,16.9,78,850.9,2.18,Kigali
2025-08-27 00:00:00,104,53.0,16.1,81,850.0,2.17,Kigali
2025-08-27 01:00:00,104,49.0,14.4,91,849.3,2.14,Kigali
2025-08-27 02:00:00,103,46.7,13.8,92,848.9,2.05,Kigali
2025-08-27 03:00:00,103,44.7,13.5,92,849.3,1.64,Kigali
2025-08-27 04:00:00,103,44.1,13.3,93,850.2,0.43,Kigali
2025-08-27 05:00:00,104,49.2,15.1,85,852.2,0.87,Kigali
2025-08-27 06:00:00,105,46.4,18.1,72,854.5,0.54,Kigali
2025-08-27 07:00:00,107,27.6,20.0,66,855.4,0.92,Kigali
2025-08-27 08:00:00,106,20.3,22.6,53,856.1,1.68,Kigali
2025-08-27 09:00:00,106,14.9,24.5,43,856.1,2.69,Kigali
2025-08-27 10:00:00,105,11.6,25.5,38,855.3,2.57,Kigali
2025-08-27 11:00:00,103,10.0,26.6,34,854.4,2.76,Kigali
2025-08-27 12:00:00,102,8.4,27.3,31,853.5,2.49,Kigali
2025-08-27 13:00:00,100,8.4,25.8,35,852.4,3.04,Kigali
2025-08-27 14:00:00,98,7.8,25.9,33,852.1,2.73,Kigali
2025-08-27 15:00:00,96,8.1,25.0,36,851.4,2.06,Kigali
2025-08-27 16:00:00,95,12.0,23.1,49,850.9,1.06,Kigali
2025-08-27 17:00:00,93,21.1,21.2,56,850.4,1.12,Kigali
2025-08-27 18:00:00,92,31.1,19.7,63,850.1,1.44,Kigali
2025-08-27 19:00:00,91,39.2,18.4,68,850.3,1.26,Kigali
2025-08-27 20:00:00,91,41.6,17.2,72,850.3,2.15,Kigali
2025-08-27 21:00:00,90,36.3,16.0,77,850.1,1.6,Kigali
2025-08-27 22:00:00,89,29.3,15.2,82,849.9,1.45,Kigali
2025-08-27 23:00:00,87,27.4,14.5,83,849.5,2.3,Kigali
2025-08-28 00:00:00,85,32.2,14.2,83,849.1,2.06,Kigali
2025-08-28 01:00:00,84,31.9,14.6,82,849.0,1.99,Kigali
2025-08-28 02:00:00,82,31.7,14.3,82,848.8,1.86,Kigali
2025-08-28 03:00:00,81,32.1,13.9,83,848.9,2.02,Kigali
2025-08-28 04:00:00,80,33.8,13.3,87,849.1,1.8,Kigali
2025-08-28 05:00:00,79,40.2,15.1,79,850.6,1.86,Kigali
2025-08-28 06:00:00,78,22.6,20.4,56,854.0,1.04,Kigali
2025-08-28 07:00:00,76,10.7,23.3,44,855.2,1.03,Kigali
2025-08-28 08:00:00,74,8.0,25.2,35,855.7,2.47,Kigali
2025-08-28 09:00:00,73,7.5,27.1,29,855.6,2.74,Kigali
2025-08-28 10:00:00,73,7.1,27.1,29,854.8,3.16,Kigali
2025-08-28 11:00:00,72,6.9,26.1,31,853.8,4.05,Kigali
2025-08-28 12:00:00,72,19.3,27.5,27,853.2,2.33,Kigali
2025-08-28 13:00:00,73,19.4,27.5,29,853.0,2.05,Kigali
2025-08-28 14:00:00,74,19.3,27.1,28,852.0,2.39,Kigali
2025-08-28 15:00:00,75,19.3,26.4,28,851.9,2.37,Kigali
2025-08-28 16:00:00,76,19.8,24.6,37,851.2,1.11,Kigali
2025-08-28 17:00:00,77,23.3,23.5,38,851.5,1.42,Kigali
2025-08-28 18:00:00,77,29.0,22.3,42,851.6,1.48,Kigali
2025-08-28 19:00:00,77,32.8,21.3,44,851.8,1.48,Kigali
2025-08-28 20:00:00,76,34.3,20.5,50,852.5,1.25,Kigali
2025-08-28 21:00:00,75,33.2,19.6,51,852.0,0.55,Kigali
2025-08-28 22:00:00,75,29.6,18.6,51,851.4,1.56,Kigali
2025-08-28 23:00:00,75,27.8,16.9,57,850.0,1.91,Kigali
2025-08-29 00:00:00,75,23.0,16.0,61,848.9,1.98,Kigali
2025-08-29 01:00:00,74,24.0,16.2,63,848.6,1.72,Kigali
2025-08-29 02:00:00,74,23.8,16.2,63,848.5,1.87,Kigali
2025-08-29 03:00:00,73,22.7,15.8,65,848.3,1.71,Kigali
2025-08-29 04:00:00,72,22.3,15.1,68,848.8,1.9,Kigali
2025-08-29 05:00:00,71,24.9,16.6,63,850.2,1.55,Kigali
2025-08-29 06:00:00,70,21.5,21.3,46,853.3,0.36,Kigali
2025-08-29 07:00:00,70,13.6,24.3,35,854.7,1.6,Kigali
2025-08-29 08:00:00,70,11.5,26.1,30,855.3,3.46,Kigali
2025-08-29 09:00:00,70,12.5,27.5,27,855.3,3.63,Kigali
2025-08-29 10:00:00,71,13.4,28.7,25,854.6,3.61,Kigali
2025-08-29 11:00:00,71,13.7,29.5,22,853.6,3.64,Kigali
2025-08-29 12:00:00,72,15.9,30.0,20,852.6,3.46,Kigali
2025-08-29 13:00:00,72,14.0,29.7,20,852.3,3.29,Kigali
2025-08-29 14:00:00,71,12.4,29.3,19,851.7,3.01,Kigali
2025-08-29 15:00:00,72,12.1,29.1,18,851.1,2.89,Kigali
2025-08-29 16:00:00,77,14.2,27.1,21,850.7,3.91,Kigali
2025-08-29 17:00:00,76,21.5,25.4,24,850.4,3.33,Kigali
2025-08-29 18:00:00,71,27.4,24.0,27,851.0,2.99,Kigali
2025-08-29 19:00:00,69,28.1,22.3,32,851.2,1.41,Kigali
2025-08-29 20:00:00,69,27.9,21.2,40,851.7,0.5,Kigali
2025-08-29 21:00:00,68,28.6,20.4,38,851.7,0.32,Kigali
2025-08-29 22:00:00,68,27.2,19.6,39,851.2,1.26,Kigali
2025-08-29 23:00:00,67,25.6,17.6,46,849.9,1.79,Kigali
2025-08-30 00:00:00,67,15.8,16.5,51,849.1,1.89,Kigali
2025-08-30 01:00:00,67,16.8,16.3,57,848.4,1.07,Kigali
2025-08-30 02:00:00,66,18.0,15.5,60,848.4,0.87,Kigali
2025-08-30 03:00:00,65,19.1,15.1,60,848.9,0.58,Kigali
2025-08-30 04:00:00,65,20.1,15.5,60,850.4,0.4,Kigali
2025-08-30 05:00:00,65,23.9,17.8,46,852.6,1.97,Kigali
2025-08-30 06:00:00,65,18.6,20.8,33,855.1,3.38,Kigali
2025-08-30 07:00:00,65,10.5,21.9,31,856.2,3.46,Kigali
2025-08-30 08:00:00,64,8.9,23.5,28,856.4,3.18,Kigali
2025-08-30 09:00:00,64,8.1,25.1,25,856.4,3.3,Kigali
2025-08-30 10:00:00,64,7.4,26.3,23,855.8,2.95,Kigali
2025-08-30 11:00:00,63,6.7,27.3,21,854.9,2.72,Kigali
2025-08-30 12:00:00,62,14.3,28.1,20,854.1,2.71,Kigali
2025-08-30 13:00:00,62,13.2,27.6,21,853.6,3.05,Kigali
2025-08-30 14:00:00,62,12.5,27.3,21,852.9,2.83,Kigali
2025-08-30 15:00:00,65,13.0,26.5,21,852.5,2.83,Kigali
2025-08-30 16:00:00,67,15.4,25.3,23,852.1,3.07,Kigali
2025-08-30 17:00:00,67,21.4,24.2,25,851.7,1.73,Kigali
2025-08-30 18:00:00,65,27.5,23.3,29,851.6,0.25,Kigali
2025-08-30 19:00:00,62,32.0,22.4,29,852.0,1.07,Kigali
2025-08-30 20:00:00,63,34.8,20.4,36,851.6,0.45,Kigali
2025-08-30 21:00:00,63,35.6,19.4,39,851.6,0.25,Kigali
2025-08-30 22:00:00,64,34.0,18.6,42,851.0,0.21,Kigali
2025-08-30 23:00:00,65,34.0,18.1,42,850.8,0.92,Kigali
2025-08-31 00:00:00,65,32.1,17.2,45,850.1,1.29,Kigali
2025-08-31 01:00:00,67,30.4,16.7,47,850.1,0.57,Kigali
2025-08-31 02:00:00,68,29.5,15.9,49,850.3,0.15,Kigali
2025-08-31 03:00:00,69,28.3,15.7,49,851.1,0.25,Kigali
2025-08-31 04:00:00,70,27.6,16.3,47,851.9,0.29,Kigali
2025-08-31 05:00:00,71,28.6,17.5,46,853.5,1.0,Kigali
2025-08-31 06:00:00,71,21.8,20.1,33,855.5,2.62,Kigali
2025-08-31 07:00:00,71,11.2,21.4,32,856.8,3.39,Kigali
2025-08-31 08:00:00,71,8.7,23.3,30,857.2,3.33,Kigali
2025-08-31 09:00:00,71,7.1,24.8,28,857.1,3.75,Kigali
2025-08-31 10:00:00,71,6.2,26.0,26,856.2,3.67,Kigali
2025-08-31 11:00:00,71,5.7,26.9,24,855.2,3.36,Kigali
2025-08-31 12:00:00,71,9.2,27.2,23,854.0,3.13,Kigali
2025-08-31 13:00:00,71,8.9,24.9,28,853.5,2.12,Kigali
2025-08-31 14:00:00,70,8.9,25.8,25,853.2,2.25,Kigali
2025-08-31 15:00:00,70,9.6,25.7,25,852.5,2.1,Kigali
2025-08-31 16:00:00,70,10.8,25.2,26,852.3,0.82,Kigali
2025-08-31 17:00:00,69,16.6,24.6,28,852.2,0.62,Kigali
2025-08-31 18:00:00,69,24.4,22.8,37,851.9,1.33,Kigali
2025-08-31 19:00:00,68,33.8,20.5,48,851.8,0.59,Kigali
2025-08-31 20:00:00,69,42.3,18.8,57,851.8,1.13,Kigali
2025-08-31 21:00:00,69,38.6,17.5,63,851.3,1.51,Kigali
2025-08-31 22:00:00,70,32.8,17.0,63,850.6,1.7,Kigali
2025-08-31 23:00:00,69,31.3,16.8,58,850.0,2.17,Kigali
2025-09-01 00:00:00,69,25.3,16.6,57,850.0,2.06,Kigali
2025-09-01 01:00:00,69,25.1,16.3,62,849.8,1.38,Kigali
2025-09-01 02:00:00,68,24.0,15.9,63,849.7,1.53,Kigali
2025-09-01 03:00:00,68,23.7,16.1,62,850.0,1.46,Kigali
2025-09-01 04:00:00,67,24.6,16.0,62,850.4,1.36,Kigali
2025-09-01 05:00:00,67,30.2,17.3,56,851.8,0.11,Kigali
2025-09-01 06:00:00,67,23.2,21.5,39,854.7,0.99,Kigali
2025-09-01 07:00:00,67,14.9,23.6,30,855.6,3.36,Kigali
2025-09-01 08:00:00,68,12.4,24.9,28,855.9,4.05,Kigali
2025-09-01 09:00:00,68,11.1,26.3,24,855.5,3.6,Kigali
2025-09-01 10:00:00,68,10.4,27.6,22,854.9,3.37,Kigali
2025-09-01 11:00:00,69,10.0,28.5,21,853.8,3.51,Kigali
2025-09-01 12:00:00,69,9.7,28.8,21,852.7,3.6,Kigali
2025-09-01 13:00:00,69,9.2,28.7,22,852.2,2.99,Kigali
2025-09-01 14:00:00,69,9.1,28.4,22,851.6,3.0,Kigali
2025-09-01 15:00:00,69,9.6,27.4,23,851.2,3.22,Kigali
2025-09-01 16:00:00,69,10.7,25.8,26,851.0,2.09,Kigali
2025-09-01 17:00:00,69,16.6,25.1,27,850.8,0.76,Kigali
2025-09-01 18:00:00,69,25.1,24.0,31,851.1,0.5,Kigali
2025-09-01 19:00:00,69,35.2,23.1,31,851.5,1.57,Kigali
2025-09-01 20:00:00,69,39.0,21.5,37,851.6,0.95,Kigali
2025-09-01 21:00:00,69,33.9,21.0,40,851.6,0.15,Kigali
2025-09-01 22:00:00,69,29.7,20.0,40,850.8,0.57,Kigali
2025-09-01 23:00:00,68,28.3,19.0,43,849.9,1.03,Kigali
